Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Co-working at a cafe,2025-05-07T11:00:00-04:00,490 Humbolt Street,1,danny,https://www.meetup.com/williamsburg-art-club/events/307337852/,"Are you having a hard time getting motivated to do work? Do you need feedback for what you've been working on? Do you need other people to keep you accountable? Need a change of scenery?

Come co-work with us.

Organic with no real structure other than supporting one another."
Brooklyn Half Marathon ✰ Points Race ✰,2025-05-17T07:00:00-04:00,200 Eastern Pkwy,33,"Stephanie Diacovo, Stephen Cox",https://www.meetup.com/dashing-whippets/events/307424209/,"Welcome to the Brooklyn Half Marathon, the third [team points](https://www.nyrr.org/getinvolved/club-points) race of 2025! RSVP for race day planning with your teammates, and to let the cheer station know to look out for you. We're all cheering for you to have good weather, light crowds, and a great race!

Based on past years, we **strongly recommend** you take the subway and plan to get to the start line earlier than you think you need. The security lines (and the bathroom lines in the corrals) get long quickly.

After the race, we'll meet up for a bit in the post-race area, then head to Wild East Brewery for the afterparty (with drink specials this year!). See the link below, and please RSVP there as well!

**Event Web Page**: [https://events.nyrr.org/rbc-brooklyn-half](https://events.nyrr.org/rbc-brooklyn-half)
**Cheer Station**: [https://www.meetup.com/dashing-whippets/events/307424294/](https://www.meetup.com/dashing-whippets/events/307424294/)
**Post-Race Event**: [https://www.meetup.com/dashing-whippets/events/307424245/](https://www.meetup.com/dashing-whippets/events/307424245/)"
Cyber Security Course Info-Become a Certified Professional in Cybersecurity,2025-04-26T21:00:00-04:00,,29,Clarusway Tech Community,https://www.meetup.com/clarusway/events/306507807/,"**Unlock Your Cybersecurity Career in Just 40 Minutes! 🚀🔒**

Are you ready to take your first step into the exciting world of cybersecurity? In just 40 minutes, join us for an expert-led info session where you'll get a comprehensive overview of what it takes to [become a Cybersecurity Analyst. ](https://hi.clarusway.com/uhCET)Whether you're a beginner or looking to advance your skills, our course is designed to guide you through every stage with hands-on experience and real-world insights.

**What You’ll Learn:**

* Fundamentals of cybersecurity and how to secure networks and systems.
* Insights into the Cybersecurity Analyst role, with an average U.S. salary of **$103,590** and a projected **33% job growth by 2028.**
* How Clarusway’s flexible, project-based learning can fit around your life, with **1-on-1 mentorship** and **career coaching from experienced professionals.**

**Nord Security Special Gifts** for the first 3 attendees who register:

* **NordVPN**: 1-year subscription with anti-malware and ad blocker.
* **NordPass**: 1-year Premium password manager with data breach scanner.
* **Incogni**: 1-year service for removing personal data from the internet.
*

🗓️ **Event Date**: April 26, 2025
🕒 **Time**: 9 PM EST
🔗 **Join Here**: [Zoom Link](https://zoom.us/j/92827592242)

Don’t miss this opportunity to gain valuable knowledge and start your cybersecurity journey with [Clarusway. ](https://hi.clarusway.com/uhCET)Secure your spot and set yourself up for success in one of the fastest-growing fields!

🔗 **Apply for the Course**: [Apply Now](https://hi.clarusway.com/uhCEO) [(https://hi.clarusway.com/uhCEO)](https://hi.clarusway.com/uhCEO)
📞 **Talk to an Advisor**: [Schedule a Meeting](https://hi.clarusway.com/uhCER) [(https://hi.clarusway.com/uhCER)](https://hi.clarusway.com/uhCER)"
FriYAY Waterfront Run and Coffee,2025-04-25T07:00:00-04:00,68 Columbus Dr,12,"Jennifer Doyle, Jessie Kwan",https://www.meetup.com/jcrunners/events/307030067/,"**Purpose:** This FriYAY Waterfront event is for runners looking to run 10-12min/mile in a social and supportive environment.

**How It Works:** Sign up here if you'd like to run at 7AM on Friday between an 10-12min/mile pace and want company. We will start at the entrance of the Exchange Place PATH station and run along the waterfront to the “Big Head”/Water’s Soul statue and back to Bluestone Lane (approximately 4 miles). New runners are very welcome and can plan to run part of the route with us and when tired can walk on their own. This is an easy to follow out and back route along the water, so runners can turn back anytime for a shorter run (or keep going for a longer run). We will pause briefly at the big head for a group photo, but otherwise do not walk or stop during the run. We end the run at Bluestone Lane (30 Hudson Street). Bluestone Lane provides free coffee to runners and you're welcome to purchase additional snacks and beverages.

**When and Where Do We Meet?** We meet in front of the EXCHANGE PLACE PATH every Friday at 7:00AM.

**GENERAL WAIVER:**
By participating in this Jersey City Runners event, you hereby waive or release any and all rights and claims for damages or injuries and agree not to sue organizers or other participants for any and all injuries to you or your personal property that might occur before, during, or after the event. You willingly assume all risks related to participation. By participating in the event, you certify that you are physically fit and sufficiently trained for the completion of this event. By participating in the event, you also authorize the use of any images or videos taken during the event for any purpose without remuneration."
Trials of Miles Track Night NYC,2025-05-02T19:00:00-04:00,10 Central Rd,9,"Jason Froimowitz, Stephen Cox",https://www.meetup.com/dashing-whippets/events/307350640/,"Come out to the next meet of the outdoor track season, Friday night, May 2nd, at Icahn Stadium, hosted by Trials of Miles! The main event will be an open mile that everyone can enter, so come out and enjoy the fruits of your labor from all of those winter track workouts (or figure out your training baseline if you're just getting started).

There will also be special seeded heats for the men's 800 (2:00 or faster), women's 800 (2:20 or faster), men's 1500 (3:55 or faster, 4:10 mile equivalent), and women's 1500 (4:40 or faster, 5:00 mile equivalent). Be sure to sign up for one of these if you qualify so we can cheer you on in the premier events!

**Pre-registration is required. [Register here!](https://runsignup.com/Race/Info/NY/NewYork/TrialsofMilesatIcahn)**

Registration ends May 1, 2025 at 11:59pm EDT, so don't delay!

🍺After the meet we'll do a 1.8 mile cool down jog ([route](https://www.strava.com/routes/3350174679338590526)) to [Merrion Square Pub](https://maps.app.goo.gl/EZgj38RGnBAK6PyR7) on 95th St & 2nd Ave for food and drinks.🍔

Feel like pacing and want a free t-shirt? [Sign up for that here.](https://docs.google.com/forms/d/e/1FAIpQLScgJgIMU0TV4Bl5Osc-TsRIeuiENqEpwFAS4WGpB2YlLPiiLw/viewform?usp=sharing)

Note: to access Icahn Stadium, take the m35 bus from Lexington and 125th St., or just jog over the pedestrian bridge at 103rd St."
Wonderville May Artist Showcase,2025-05-22T19:00:00-04:00,1186 Broadway,2,Tristan Kneschke,https://www.meetup.com/brooklyn-experimental-electronic-music-meetup/events/307444904/,"This month's lineup:

Kay Nova
Wayvrs
Pearie Sol
Dopamine Allstars"
Mindful Dating: Attract Love Without Losing Yourself,2025-04-27T10:00:00-04:00,,26,Shane Campbell,https://www.meetup.com/mindful-dating-attract-love-without-losing-yourself/events/307382251/,"🌿 **Mindful Dating**
**Mindful 🧘🏽‍♀️ Dating:** Attract Love Without Losing Yourself

✨ **Event Title:**
**Attract Love Without Losing Yourself:**
A Yoga & Meditation Experience for Singles Tired of Swiping

📝 **Event Description:**

Dating apps leaving you drained? Join us for an evening where self-love meets soulful connection – through yoga, guided meditation, and practices designed to help you:

- **Attract love from alignment** (not anxiety)
- **Spot red flags before the first date** (energy awareness training)
- **Turn dating into a practice that fuels you – not depletes you**

**What to Expect:**
🧘 **Intro to Dating Meditation** – How to release app fatigue & reset your nervous system
💞 **Intro to Partner Manifestation Yoga** – How to connect energetically to your ideal partner
🔥 **Q&A**: ""Why You Keep Choosing Unavailable Partners""

📍 **For You If:**
✔ **You’re tired of superficial swiping but still want to meet someone**
✔ **You believe dating should expand you, not exhaust you**
✔ **You’re ready to try something radically different**

*""This isn’t another mixer—it’s a reset button for your love life.""*

🌎 **Location Flexibility:**
*“Hosted online (Bali events coming soon!). Join from anywhere – your next date could feel like a meditation.”*

**Bring a friend with you!**"
Post-Race at the Brewery | NYRR Brooklyn Half Marathon,2025-05-17T10:00:00-04:00,"623 Sackett street,",13,"Stephanie Diacovo, Ronny Marte, Stephen Cox",https://www.meetup.com/dashing-whippets/events/307424245/,"Come celebrate the third points race of the season! After meeting up at the finish area of the Brooklyn Half, we will all head to **[Wild East Brewery](https://www.wildeastbrewing.com/)**. Jump on the D or the N train and head to Gowanus! We will start gathering around 10 am (Wild East is kindly opening earlier for us) but plan to hang out throughout the morning and afternoon as people trickle in from the beach.

[Chaat Dog](https://www.instagram.com/chaatdog/) will be there from 10 am serving breakfast dogs followed by the regular menu later in the day!

There will also be **drink specials** for the runners this year!

**Event Web Page**: [https://events.nyrr.org/rbc-brooklyn-half](https://events.nyrr.org/rbc-brooklyn-half)
**Race Meetup**: [https://www.meetup.com/dashing-whippets/events/307424209/](https://www.meetup.com/dashing-whippets/events/307424209/)
**Cheer Station**: [https://www.meetup.com/dashing-whippets/events/307424294/](https://www.meetup.com/dashing-whippets/events/307424294/)"
Manhattan Saturday Long Run ,2025-04-26T08:30:00-04:00,10 Columbus Cir,8,"Jeremy Arthur, Leonardo Trasande",https://www.meetup.com/dashing-whippets/events/307099315/,"**DWRT Saturday Morning Long Runs**

Details:

* All runners are encouraged to bring their own hydration and nutrition for the duration of the long run, as water stops may or may not be available along the route.
* Bag check is currently not available.
* Route, Distance, and Workout will be posted prior to the event and announced just before execution.
* Expected Distance: \~13-21mi (Dependent on active training plans)
* Available Pace Groups: \~7:15/mi - 10:30/mi

All team workouts (Short Distance, Long Distance, Strength Plans) can be found here: [Dashing Whippets Running Team - Training](http://DWRT%20Tuesday%20Night%20Workouts%20@%20central%20park:%20long%20interval%20workout%20%20all%20participants%20will%20be%20required%20to%20answer%20whether%20they%20agree%20to%20the%20team%27s%20new%20waiver%20when%20they%20rsvp.%20the%20waiver%20can%20be%20found%20here:%20https/www.dashingwhippets.org/dashing-whippets-running-team-liability-waiver/)"
All Things Generative AI on Google Cloud - Take 2,2025-04-29T19:00:00-04:00,,69,AJ,https://www.meetup.com/cloud-architecture-meetup-group/events/305233175/,"Thanks for all the feedback for the last event. Lot of folks reached out to have another iteration of Generative AI session with more focus on Vertex AI. So setting this up. This event will delve into the world of generative AI on Google Cloud. We'll explore

1. Intro to Large Language Models (LLMs),
2. Intro to Google Cloud Vertex AI platform,
3. Gemini Model - Flavors,
4. Embeddings & RAG vs New Agentic Framework

and final close it out with model evaluation, security & compliance info. Participants will gain high level understand of these technologies with additional resources to dive deep into.

Online session. Will add the online details soon."
Load Data Faster Using TABLOCK w/ Haripriya Naidu,2025-04-30T19:00:00-04:00,,20,Greg Celentano,https://www.meetup.com/rhode-island-data-platform-user-group/events/306521736/,"\*\*\* This presentation has been rescheduled to April 30th \*\*\*

Are you looking to load your data faster into SQL Server tables? Then you should try inserting data in parallel and minimizing logging.

In this fully demo-based session, I’ll show how to speed up data loading using TABLOCK. I’ll show how data load performs across different environments, and different recovery models. This will also help speed up loading staging data into temp tables in stored procedures.

By the end of this session, you will have a better understanding of when and how to use the hint to load data faster, both on regular tables and temp tables, and also when not to use the hint.

Bio:
Haripriya Naidu has been working as a SQL Server Database Administrator for 11 years in Boston, MA. Very passionate about databases and enjoys diving into SQL Server engine internals and optimizing performance.
She is an AWS Certified Solutions Associate and won ""Rookie of the Year"" Award at work in 2024 and won 'Bookworm of the year' in 2025.
She started her speaking journey with New Stars of Data and spoke at SQL Saturdays Boston, Albany and San Diego and presented at PASS Summit 2024."
"Adults with ADHD Online Support Group - Wed, Apr 30, 2025",2025-04-30T19:00:00-04:00,,52,Claire Noyes,https://www.meetup.com/buxmont-chadd-children-adults-with-adhd/events/303116484/,"BuxMont CHADD Adult ADHD Support Group – last Wednesday of the Month
Join us by Zoom to meet with other adults with ADHD. Discuss challenges, successes and solutions. This meeting is a casual conversation with our tribe. If you want to contribute to the conversation feel free, if not, feel comfortable just listening. Members share, ask questions and have a few laughs while learning about ADHD/ADD.
**Click RSVP to register and receive Zoom link.**"
Let's Talk Travel,2025-05-07T15:00:00-04:00,,52,Carrie Pasquarello,https://www.meetup.com/love-to-travel-join-our-global-travel-community/events/304861234/,"Meet the experts!
Join our travel group. This is **a series of planned events** for 2025. We will focus on various topics around tourism trends, travel ideas, and inspiration for future plans. Come and share your best travel tip and your most memorable travel experience.
Blaze your global trail.

See you soon,

Carrie Pasquarello
Speaker, Author, and Co-Founder of Global Secure Resources Inc."
Software Defined Amateur Radio,2025-05-01T19:00:00-04:00,,46,Chris Early,https://www.meetup.com/licn-long-island-consultants-network/events/307188141/,"Are you interested in using Software-Defined Radio (SDR) to create an amateur radio system? This presentation will describe efforts to integrate USB SDR modules with a Raspberry Pi 4 running the Raspberry Pi OS and open-source radio applications such as Software-Defined Receiver (GQRX) and weak signal communication software (WSJT-X) to create a modular portable amateur radio system.

Topics include:

* Radio and RF apps, including a GNU Radio FM receiver flowgraph
* Quite Universal Circuit Simulator (Qucs) with microstrip RF filter Layout simulation
* Octave OpenEMS electromagnetic field solver
* KiCad layout example
* Raspberry Pi Pico microcontroller programming examples

**Speaker Bio:**
[Jay Morreale](https://www.linkedin.com/in/pbrane/) is an independent electronics consultant at [p-brane LLC](https://www.p-brane.com/) and provides services for applications in fiber-optic communications, optical networking, sensors, actuator drivers, and undersea systems.

He is a senior member of the IEEE, the vice-chair of the IEEE CNNNJ, and has worked at AT&T Bell Laboratories, Lucent Technologies, and was a co-founder of Red Sky Systems.
**Agenda:**
We will start our meeting at 7:00 pm. For the next 10 minutes or so, we will introduce ourselves, handle any LICN business and do a little networking. We will then start our presentation. After the presentation, feel free to stick around and chat with others to network or to further discuss our lecture topic.

**NOTES**
There is no cost to attend this meeting, however, if you are a NYS Professional Engineer and would like to receive Professional Development Hours (PDHs) of continuing education credit, then payment of a $15 fee is required. You will also have to properly fill out an Evaluation Form to prove that you attended this lecture.[ ](https://docs.google.com/forms/d/e/1FAIpQLSeyxpa7vySlpGwGmTJXG9ctJptGOefhLJUQF4KYCmICx6rZ_Q/viewform?usp=header)**[Click here](https://docs.google.com/forms/d/e/1FAIpQLScq99CBMZMxYKWQge9Eh_qMjePAeX_qUWJ5_YjMlSkYqMqbzg/viewform?usp=header)** to open the form. Simply fill it out and click on the “Submit” button.

We accept electronic payment via Zelle. Zelle is a bank-to-bank transfer mechanism supported by most banks, without a fee, as part of their normal online banking capabilities. There is also a Zelle app available for your smartphone.

When you use Zelle with your bank, it will ask for the following information: 1) the amount to send (enter $15.00), 2) what account you want to pull the money from (select whatever account you want to use), and 3) the phone number or email of the recipient (enter ieeelicn@gmail.com. Don’t worry if you see the name of our Treasurer, David Rost, pop up). If it asks for a memo field, we suggest entering ""yymmdd LICN PDH” where yymmdd are the year, month and date of the lecture.

While we prefer that your payment and evaluation form are received by the day of the lecture, they must be received by the first Monday after the lecture.

If paying by Zelle is a problem for you, then please contact Ed Gellender at edgellender@gmail.com for an alternate payment method."
Americas Agile Coaching Circle - 9:00pm Eastern Time,2025-04-28T21:00:00-04:00,,37,"Erin, Kerri Sutey, Wayne Hetherington, Yogita Dhond",https://www.meetup.com/icagile-coaching-circles/events/304241555/,The Americas Agile Coaching Circle takes place on the 4th Monday of the month at 6pm PST / 9pm EST.
Pompeii and Herculaneum Virtual Tour – Two Ancient Cities with the Same Destiny,2025-04-26T15:00:00-04:00,,24,Next Stop Italy,https://www.meetup.com/italy-virtual-tours-2/events/306644405/,"**REGISTRATION REQUIRED!** **[Click here to Register](https://us06web.zoom.us/webinar/register/1017434409755/WN_50qvBAFtSYSm-CCyvBLrxQ)**

Few archaeological sites offer a more immersive travel experience than the excavated **ruins of Pompeii**. Go back to the past and discover the majestic Pompeii, a city frozen in time! Our expert guide will take you on a pleasant virtual visit through the cobbled streets of Pompeii Ruins where you will admire incredible evidences of civilization, architecture and art, such as the **Stabian Baths**, **the Forum**, the **area of theater**s, the **House of the Faun** and the **House of the Tragic Poet.**

Join us on this exclusive experience! Stay comfortably seated on your sofa and be ready to embark on an incredible journey back in time to the heyday of ancient Rome.. You will visit of **one of the most beautiful UNESCO site of the world**, the city of Pompeii buried in 79 AD by the famous **Vesuvius eruption**.

**HOW TO JOIN:**

The tour will be hosted on Zoom. After the registration, you will receive via email a personal link to access the virtual event. To protect your privacy, your camera will be disabled during the event.

The tour will last approximately 1 hour. At the end of the tour you will be given the chance to interact and make questions just like a live tour. The tour takes place in English!

Limited spots are available - register today to secure your spot!

**PRICE**: How much does the virtual tour cost?

Our virtual tour is **tip-based.** We prefer a system where you don’t have to pay for a ticket in advance without knowing how the virtual tour is going to be, instead, you take part in the tour first and at the end, you decide the price based on your satisfaction. **Support our cultural activities** with a voluntary contribution. **Your contribution will help us continue our initiative and support the guides.** **You can [leave a tip here](https://nextstop-italy.com/donation/)**

Can’t watch our virtual tour live due to the time zone or are you unable to join us live? Register at the virtual tour and we will send you the recording hence you can watch it in your own time!

**Check out all our [Italy Virtual Tours](https://nextstop-italy.com/virtual-tours/)** Italy awaits you!"
"7pm EST: Sitting in the Power Guided Meditation (Free, via Zoom)",2025-04-26T19:00:00-04:00,,28,Kristen,https://www.meetup.com/weekly-psychic-medium-circle/events/307288464/,"Saturday, April 26 at 7pm ET!

Join this free, open, guided meditation event to find stillness and peace while connecting deeply with Spirit. All you need to bring is yourself! We'll start on time so please do your best to arrive at 7pm ET.

Questions: [kristenharlowmediumship@gmail.com](http://kristenharlowmediumship@gmail.com/)"
Stronger Together: Leadership and The Community Fabric,2025-04-28T19:00:00-04:00,,44,"Randy Mayle, Melissa",https://www.meetup.com/the-thinkers-club/events/303590018/,"In our rapidly changing world, many communities face fragmentation and disconnection, leading to feelings of isolation and disengagement. This lack of connection not only impacts individual well-being but also hinders collective progress. Solutions such as fostering open dialogue and hosting community events have been proposed, yet they often struggle with low participation and superficial engagement. How can we build genuine connections and lead our communities toward collaboration and inclusivity without falling into the traps of apathy and disconnection?

* What do you think is the biggest contributor to loneliness in modern society?
* Are modern communities less connected than those in the past, or are they just different?
* What barriers prevent people from forming deep connections in their communities?
* How can communities be designed to naturally encourage deeper human connection?
* Is it possible to create meaningful online communities, or does connection require physical presence?

**Connect and lead, how we create community**
https://www.youtube.com/watch?v=P6D1clAMFyw

**Create the community you want to be a part of**
https://www.youtube.com/watch?v=vDgrSSfd8m8

\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*
In addition to the main topic (above), we also provide **breakout rooms at 8pm** as follows:
“Applied Practical Philosophy” – philosophy and its applications
“Town Square” – politics and current events
“Conference Room” – open for anything
“The Lounge” – light social chat"
Part 1: What is an AI Agent? | Evaluating AI Agents with Arize AI,2025-05-07T13:00:00-04:00,,25,Nabeeha,https://www.meetup.com/data-science-dojo-washington-dc/events/307243417/,"Agentic AI systems are rapidly transforming how we approach problem-solving in artificial intelligence. In Part 1 of our community series with Arize AI, we lay the groundwork for understanding what is an AI agent, its architectures, and design patterns — setting the stage for building smarter, more adaptive systems.

Explore the core building blocks of [AI agents](https://datasciencedojo.com/blog/ai-agents/), from memory and planning to tool-use and role specialization. Learn the differences between single-agent and multi-agent setups, and take a guided tour of today’s most popular frameworks like LangGraph, AutoGen, and Crew AI. Through real-world examples and interactive tracing demos using Arize Phoenix, you will gain practical insight into how to build and debug agents effectively.

**What we will cover:**

* Understand what is an AI agent and what makes an AI system an “agent” — and the essential components involved, including memory, planning, and tool use.
* Learn the differences between single-agent and multi-agent systems and when to use each.
* Explore what is an AI agent in various architectures like Router-Tool, ReAct, hierarchical, and swarm-based setups.
* Dive into real-world design patterns and use cases, such as task routing, tool chaining, and role specialization.
* Uncover common failure modes like infinite loops, brittle planning, and tool misuse — and how to spot them early.
* Preview the need for better evaluation methods in agentic systems and why tracing and observability are crucial.
* Watch a live walkthrough of a simple agent trace using Arize Phoenix to understand what is an AI agent and how evaluation and debugging works in practice.

Want to join [Part 2](https://datasciencedojo.com/event/part-2-llm-evaluation-for-agents/) of the series? Find it here!"
Better Than Goal-Setting (Circle Of Life),2025-04-25T18:30:00-04:00,,40,Linda Mechner,https://www.meetup.com/seeking-sisterhood/events/307321503/,"Join us for another powerful 2-hour workshop designed to deepen your personal growth journey and foster meaningful connections with like-minded women.

Whether you made it to the last one or not, through guided reflection and engaging conversation, we’ll explore the *Circle of Life* exercise, a transformative tool to assess and balance key areas of your life.

Together, we’ll create a safe, supportive space to share insights, celebrate progress, and identify opportunities for growth. This experience is not just about self-discovery—it’s also a chance to build authentic sisterhood and find inspiration in the stories of others walking a similar path. Leave feeling more connected, empowered, and aligned with your healing journey.

FYI, There in an image you can printout that goes with this event. You can find the image in images for this event. Ideally you will be able to print it out in advance. For those without a printer, it is simple enough to hand draw, or you can doing it another way once we get on Zoom."
"Intro to PSYCHEDELIC YOGA, for Healing, Spiritual Growth, Creative Flow",2025-05-01T20:00:00-04:00,,62,Henry Kandel,https://www.meetup.com/psychedelic-yoga/events/307015041/,"# Introduction to Psychedelic Yoga

Psychedelic Yoga represents a deep integration of traditional yogic methods with intentional psychedelic practice. Far beyond simply combining substances with stretching, this approach draws from yoga's complete system—spanning breathwork, meditation, movement, visualization, and embodied awareness—to support three interconnected goals: ***healing, spiritual growth, and creative flow.***

For healing work, Psychedelic Yoga provides tools to access and process emotions stored in the body's energy centers. By bringing awareness to the chakras and using specialized breathing techniques, we can release blockages that maintain suffering. Whether working with psychedelics or practicing these methods on their own, these approaches help balance the body-mind system at its foundation.

Spiritual exploration becomes more accessible when we understand consciousness through direct experience rather than abstract concepts. Dream Yoga practices, visualization techniques, and meditation methods from various traditions create bridges between ordinary and non-ordinary states. These practices help us recognize how mental patterns create separation and suffering, opening doorways to profound insights about our true nature.

Creative flow emerges naturally when we restore ""Child's Mind"" and release the energetic patterns that maintain limiting mental habits. Through specific asanas, mudras, and breath practices, we can cultivate states of heightened awareness where innovation flourishes. The symbiotic relationship between psychedelic experiences and yogic practice creates optimal conditions for learning and creative breakthroughs.

Throughout this workshop, we'll explore practical techniques from these three domains, experiencing how they support each other and form a comprehensive approach to consciousness exploration. *Whether you're interested in enhancing psychedelic journeys or accessing similar states through breath and awareness alone, these methods offer valuable tools for your path!*"
Never Been Backpacking: Basics For The Beginner,2025-05-15T19:00:00-04:00,,103,Brian F.,https://www.meetup.com/virginia-backpacking-for-beginners/events/307224534/,"Download the Google Meet app to participate in this online event or paste the meeting link into a web browser at the time of the event.

This lecture style class will give you a brief overview of some of the things to consider when venturing into the rewarding world of backpacking. I'll also provide suggested online content that will help your shorten your learning curve. There's so much to learn!

This class has minimal interaction given the volume of information to share.

Agenda includes:

* Finding an experienced hiker
* Choosing a backpacking route
* Choosing your gear
* Personal
* Group
* Other things to think about

We'll also let you know about upcoming beginner backpack trips we'll be hosting."
Better Dating and Relationships for 50+,2025-04-29T18:00:00-04:00,,27,Dessi S,https://www.meetup.com/real-talk-50-single-and-dating/events/307341260/,"Let’s meet virtually over zoom for an honest, relaxed conversation about the ups and downs of dating in our 50s+. Whether you’re newly single, have been flying solo for a while, or are in an early stage relationship, this is a space to share stories, ask questions, and get support and guidance — from each other and from a certified life coach who’s been in the trenches and come out wiser (and a little more chill) on the other side. So grab a drink from your fridge, get comfy, and join the convo.

Please note: This group is a respectful, judgment-free space for open conversation and genuine connection. It’s not intended for pick-up strategies or as a matchmaking service. Just real people, real talk.

Host: Dessi Schachne
Certified Life Coach \| 50\+ Dating Expert \| Midlife Reinvention

Zoom Link will be sent when you RSVP.
Passcode: meetup"
Model Mondays - Hands-on with Forecasting Models,2025-04-28T13:30:00-04:00,,27,Microsoft Reactor,https://www.meetup.com/microsoft-reactor-new-york/events/306643667/,"In this episode, we’ll dive into the topic of domain-specific models with a look at forecasting models trained on time-series data. This allows for predictions and anomaly detection use cases without typical training costs and latency of traditional approaches. Learn how this works, and when to use it effectively in your generative AI applications.

- https://aka.ms/model-mondays - Explore All Resources
- https://aka.ms/model-mondays/chat - Continue The Conversation
- https://aka.ms/model-mondays/collection - Explore The Model Cards
- https://aka.ms/model-mondays/newsletter - Get The Weekly Recaps"
Two and a Half Geeks - Michael Bender and Doug Finke Chat about/with AI,2025-05-09T12:30:00-04:00,,41,Doug Finke,https://www.meetup.com/nycpowershellmeetup/events/307221147/,"*Get ready to geek out with Doug Finke and Michael Bender.*

They'll chat about AI, share laughs, and maybe even attempt to make their code self-aware. Don't miss this tech talk that's twice as geeky and half as serious

***Michael Bender*** is a Senior Content Developer at Microsoft specializing in Azure Networking content. He creates comprehensive documentation that helps organizations implement Azure networking solutions, working directly with Microsoft's engineering teams and others across Microsoft.

An experienced technical presenter and content creator, Michael brings expertise in PowerShell, cloud infrastructure, and career upskilling to his presentations, explaining complex topics with clarity.

Michael is passionate about Generative AI, applying these technologies to enhance content development, streamline research, and solve technical challenges. He actively shares insights on AI implementation in technical environments and regularly engages with the community to improve Microsoft documentation.

***Doug*** is a 16-time Microsoft MVP, creator of the PowerShell AI module, think Chat in your console and NLP in your scripts. He’s been on the front lines of tech for 40+ years—from mainframes to AI—and now he’s building the future of coding with autonomous tools."
April Book Club: Radical Compassion,2025-04-30T18:30:00-04:00,,38,"Dana, Ashley ",https://www.meetup.com/ladies-virtual-book-club-mindset-self-discovery/events/306576997/,"Join us for this month’s **Ladies’ Virtual Book Club** as we dive into *Radical Compassion* by Tara Brach!
Whether you’ve read every chapter, skimmed a few pages, or just want to listen in, you’re welcome here. **No pressure—just great conversation, personal growth, and connection.**

✨ **What to Expect:**
✅ Weekly **Zoom discussions** on key themes from the book
✅ **No reading required**—come to listen, learn, and reflect
✅ A **supportive, inspiring space** for self-discovery & mindset shifts
✅ **Recordings available** if you can’t attend live

📅 **Schedule:**
📖 **April 2** – Chapters 1-2
📖 **April 9** – Chapters 3-4
📖 **April 16** – Chapters 5-6
(We decided to extend this book club out from the original schedule because there is so much to glean from this book!)
📖 **April 23** – Chapter 6
📖 **April 30** – Chapter 7
📖 **May 7** – Chapter 8
📖 **May 14** – Chapter 9
📖 **May 21** – Chapter 10
📖 **May 28** – Chapter 11

📍 **Where:** Virtual (Zoom link provided)
⏰ **When:** Wednesdays @ 6:30 PM EST

🌟 **Join us for an uplifting discussion, no matter where you are in the book.** Let’s Read. Reflect. Connect. ✨"
Drop-In Coworking / Productivity Session - New Date,2025-04-28T12:00:00-04:00,,11,Nathan,https://www.meetup.com/our-human-experiences/events/307343278/,"Join us as we set goals, do work sprints, share motivation tips, and celebrate our wins! The office/café vibe we create together can help us focus, whether we're reading, answering emails, cleaning, etc. This can be particularly helpful for students, entrepreneurs, and those of us working from home.

1. At the start, we share our goals for the round (or the day, as you choose.) Then we mute and work on them. Rounds usually lasts 55 minutes, but they can be anywhere from 30 minutes to 3 hours!
2. At the end of a round, we'll open a ""check-in"" breakout room, where we can unmute and share how the round went and/or our next goals. You're equally welcome to skip the check-ins and continue focusing, by staying in the main room.
3. Feel free to drop in and out anytime, as much as it helps!

The method we're using is called ""body doubling,"" here's a quick introduction to it: [https://youtu.be/ni9biXNDZe0](https://youtu.be/ni9biXNDZe0)
Notes:

* This site has been glitchy recently; the joining link hasn't been appearing on some people's devices. In case this happens to you, you can find the Zoom link here: [https://docs.google.com/spreadsheets/d/19xXawcUfkot1scY2Ceh3X14sn_Yn6a_x3_woSW2zPs4](https://docs.google.com/spreadsheets/d/19xXawcUfkot1scY2Ceh3X14sn_Yn6a_x3_woSW2zPs4)
* **This event actually takes place 1-4x per week!**
Only *some* of the sessions are posted in this group.
**To view all of our sessions, please join this Meetup group:** [https://www.meetup.com/goalgetting](https://www.meetup.com/goalgetting)"
