Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Plato's Symposium (What is Love?) Book Discussion -week 1,2025-05-10T13:00:00-04:00,25 11th Avenue,14,Zach,https://www.meetup.com/reading-philosophy/events/307406495/,"In the course of a lively drinking party, a group of Athenian intellectuals exchange views on eros, or desire. From their conversation emerges a series of subtle reflections on gender roles, sex in society and the sublimation of basic human instincts. The discussion culminates in a radical challenge to conventional views by Plato's mentor, Socrates, who advocates transcendence through spiritual love. The Symposium is a deft interweaving of different viewpoints and ideas about the nature of love—as a response to beauty, a cosmic force, a motive for social action and as a means of ethical education.

**Join us to discuss this classic book over the course of 2-weeks!**

Week 1 Sat 5/10 1-3pm
Week 2 Sat 5/17 1-3pm

**Reading for Week 1**
Beginning - 201D or ""Introductory Dialogue"" up until the section ""Diotima Questions Socrates"" (roughly 44 pages)
**Translation**
Feel free to read any translation of the book you like. I will be reading the Nehamas & Woodruffe Translation
Physical copy available [here](https://www.amazon.com/Plato-Symposium-Hackett-Classics/dp/0872200760/ref=sr_1_4?crid=T982LT2DPDH3&dib=eyJ2IjoiMSJ9.X8tD1HawGpHugxqQXYYc-oRPJ-ncSUKMASMFk2R3i4qjJ1U8je8yGIMQnc8FOSvqWoZF65I1Hi4X7UhJ_YrhbWq0WhHeT7tS_Uu7j-xKCgm6UoBnc_UkaiMR-1Cb_zLiqKr13H5t8tOMzYPzIqWhkly8m3ILkwXnd6zyCvO9DcbFzJI1-rOof3r9qEb63dz1JPaomlcQJFsZ0go6RerUte__-xkENtG7MgnC5NOF7o0.r50cZz2QprWPA7s158lltozZ4m7a6kWIf4F5pSw7gU8&dib_tag=se&keywords=plato%27s+symposium&qid=1745432298&sprefix=plato%27s+sym%2Caps%2C141&sr=8-4)
Free PDF availabe [here](https://www.mission17.org/documents/Plato_TheSymposium_complete.pdf) \*click the arrow at the top of the page to rotate the page counterclockwise\*

We follow a mindful conversation approach, details on this along with a general FAQ on how we run the meetup can be found [here](https://docs.google.com/document/d/1dfefKv8HVAvyeXOvk1k8ihRqml5jnrI3mbvU-D6i0iA/edit?usp=sharing).
Reading is required to participate in the discussion, but not required to attend.

Can't wait discuss these ideas with all of you!
-Zach"
Queens Futsal Club Tuesday Game - 6:00pm-7PM @ Sunnyside ,2025-05-06T18:00:00-04:00,"41-26 40th St,",6,"Cosmo Almeida, Danny Balvin, Devin Robelo, Galo Almeida",https://www.meetup.com/queensfutsalclub/events/307326341/,"1.5 Hour 5v5 outdoor Futsal game with small goals and no goalies. Please arrive 10 minutes prior to the meetup start time so that we can take advantage of the full time. Bring indoor shoes/Sneakers and a white and Dark colored Shirt! No cleats please!

**JOINING AND SIGNING UP FOR QUEENS FUTSAL CLUB ACTIVITIES AGREEMENT:**
I certify that I have no known medical or other conditions that could interfere with my participation in Queens Futsal Club activities. I also understand and accept that Futsal/Soccer, involves certain risks of physical injury. Therefore I, individually, hereby release and discharge, Queens Futsal Club Organizers and Co-organizers from any and all claims, actions, damages, losses, liabilities, costs and expenses of any kind whatsoever in connection with my participation in any of Queens Futsal Club Activities.

**CANCELLATION POLICY:**
If there is less than 10 players signed up by 4pm the day of a weekday game and 10pm the night before a Saturday morning game, the game will be cancelled. This is to ensure adequate numbers and a enjoyable game for everybody. Please contact the hosts to move your spot to a future game or a refund.

**RAIN POLICY:**
In case of rain, the game will either move to a nearby turf field or be cancelled. The admins will announce the expect change as early as possible in the meetup app and whatsapp group.

**PHYSICAL/VERBAL ABUSE POLICY:**
Queens Futsal Club encourages friendly competitive gameplay, but does not tolerate any type of verbal/physical abuse and aggressive behavior outside of the norm of the game. Players engaged in verbal aggression and insults will be removed immediately from the game and subject to a two week ban from the group. Intentional physical attack and aggression towards others will result in immediate removal and a PERMANENT ban from the group."
Microsoft Build 2025 - In-person and Online event,2025-05-19T07:00:00-04:00,"705 Pike Street , Arches Bldg.",21,NorthTorontoUG.com,https://www.meetup.com/northtorontoug/events/306823686/,"Join Microsoft Build (in Seattle and Online) on May 19-22, 2025 to grow your skills in topics like AI, developer tools and .NET, cloud platforms, Copilot and agents, data and analytics, security, Windows, and more!

* Expand your knowledge with live keynotes
* Dive deeper in breakout sessions
* Work with experts to find solutions
* Make connections and grow your future

You will hear from Microsoft leadership in Keynotes and core theme sessions. Additionally, you will have the ability to join technical Breakout Sessions that are best suited for your role & interests.

**Registration**

Please [RSVP here](https://www.meetup.com/northtorontoug/events/306823686/) to show your interests, then register for the event at:
[https://build.microsoft.com/](https://build.microsoft.com/)"
Tequila Thursday at Skybox,2025-05-08T17:00:00-04:00,2241 1st Ave,14,Sharisse,https://www.meetup.com/nycblacklatinogroup/events/307206922/,"🍹 **Tequila Thursday at Skybox** 🍹 Kick off your Thursday night in style at Skybox, East Harlem's newest hotspot!

🎉 **What to Expect:**

* A **specialty tequila drink** just for our group until 9 PM!
* Happy hour deals on beer, wine, mixed drinks, and shots until 8 PM.
* Delicious food specials and a full menu to keep the vibes going.
* The perfect place to **mix, mingle, and meet new people.**

📅 Date: Thursday, May 1, 2025
📍 Location: Skybox, 2241 1st Ave, NYC
⏰ Time: 5 PM – 10 PM

**Grab your friends & coworkers and let’s sip, socialize, and savor the night!**"
Large Language Models Bootcamp Information Session ,2025-05-08T14:00:00-04:00,,9,Nabeeha,https://www.meetup.com/data-science-dojo-washington-dc/events/307498837/,"Join us for an exclusive Information Session where we break down everything you need to know about our 5-day Large Language Models Bootcamp (available in-person & online).

➡ Why Attend the Info Session:
✅ Gain in-depth understanding of the structure, agenda, and hands-on curriculum.
✅ Get your questions answered in the live interactive Q/A session.
✅ Learn how our hands-on project will get you building LLM applications in just 5 days.
✅ Learn about the renowned instructors and industry-leading partners who are a part of our bootcamp faculty.

➡ Who Should Attend?
AI enthusiasts, data professionals, and product leaders looking to gain hands-on experience and leverage LLMs for innovation and growth.

We look forward to meeting you!

**For further details:** [Link to Website](https://datasciencedojo.com/bootcamps/llm-bootcamp/?utm_campaign=5533058-LLM%20Info%20Session&utm_source=meetup_groups&utm_medium=social&utm_term=llm_bootcamp_website&utm_content=08_05_25) \| [Link to Advisor Call ](https://meetings.datasciencedojo.com/meetings/dsd-meetings/bootcamp-advisor-llm?uuid=11e72b41-bf8e-497a-b043-8e7ab083347f&utm_campaign=5533058-LLM%20Info%20Session&utm_source=meetup_groups&utm_medium=social&utm_term=advisor_call&utm_content=08_05_25)"
National Arts Club Museum & Lunch at Pete's Tavern & Greenmarket,2025-05-03T12:00:00-04:00,15 Gramercy Park South,10,Ivy ,https://www.meetup.com/girls-over-45-just-wanna-have-fun/events/307452304/,"**We will be visiting the National Arts Club which is in a beautiful brownstone in Gramercy Park.**

**National Arts Club (NAC)**
**15 Gramercy Park South (Between 19th & 20th Street)**
**(21) 475- 3424**

**\*\*\*All our exhibitions are FREE and open to the public**

*I. in the Grand Gallery*
**DTR Modern: Magne Furuholmen**
**April 28 - May 30**

**DTR MODERN is pleased to present an exuberant suite of monoprints by Norwegian artist Magne Furuholmen**. **Inspired by the designs of Henri Matisse for the Dominican chapel in Venice, this series of forty-nine monotypes demonstrates the artist’s personal exploration of the aesthetic shift Matisse brought to his working method involving bold abstract paper cutouts in the late 1940s.**

II. *in the East and West Galleries*
**The 2025 National Arts Club Exhibiting Artist Members Exhibition**
**May 1 - 30**

**One of the most anticipated and popular shows on the exhibitions calendar, the Annual Exhibiting Artist Members Exhibition returns in full force with** **an installation of new works by the NAC’s most talented.**

***

**BRUNCH/LUNCH**
**Pete's Tavern**
129 E. 18th Street & Irving Place
212-473-7676

**https://www.petestavern.com/brunch-wknd-lunch**
$26 Brunch includes Entree + 1 cocktail + Coffee/Tea

**\*\*\*We do not split the check. You ONLY PAY for what you eat and drink + tax + tip.**

**\*\*\*Please bring 20's & small bills (10s, 5s, 1s) so that we can pay the check quickly and easily**

***

**GREENMARKET at UNION SQUARE (OPTIONAL)**
After lunch we can walk over to Union Square for bread, produce, jams, pretzels, flowers. **The subway is at UNION SQUARE.** **4, 5, 6, L, N, R, Q**

***

**GETTING HERE**
**Subway**
**\*6 train goes to 23rd Park Ave South**
**\*E train (front of train) to #6 train at 53rd/Lex Ave station**
**\*R train (front of train) to #6 train at 59th/Lex Ave station**
**\*R train to Union Square and walk 7 minutes to museum**

***

**MEETUP FEE**
**There is a $5 Meetup Fee** **(EXACT CHANGE PLEASE)** to help defray the cost of maintaining the group. I now pay $400 per year for this group. Thank you for your support and understanding.

***

**PERFUME ALLERGY**
Please **REFRAIN** from wearing perfume. Light lotions are fine. Thanks for your understanding.

**Looking forward to seeing everyone on the 3rd. ♥**

**Warmly,**
**Ivy**"
Getting Started with Algo Trading – A Beginner’s Guide - ONLINE PRESENTATION,2025-05-04T11:00:00-04:00,,40,RJ,https://www.meetup.com/gta-algorithmic-trading-and-investing/events/307278732/,"Curious about algo trading but don’t know where to start? This event is for you.

Last time, the room was full. Lots of great questions. Lots of energy. Since then, I’ve added more tools and resources to share with you.

**I'm not an expert.** Just someone who's been in the game for over a year, learning fast, making mistakes, and figuring things out.

My goal? Help you skip some of the pain and get going quicker.

I'll walk you through different ways to become an algo trader.

Whether you’re into swing trading, day trading, or long-term investing—there’s a path for you.

**Don’t code? No problem**. I’ll show you no-code tools that work—even if tech isn’t your thing.

**Love coding?** I’ll share tools and strategies to help you go deeper.
We won’t dive deep into specific strategies this time. Instead, I’ll focus on giving you something more powerful:

A mindset.
A toolbox.
A starting point.

Most people I meet at these events are beginners. Maybe that’s you too. You’re learning the ropes.

Or maybe you’ve been trading manually and hit some of the common walls:

* Holding losers too long
* Taking profits too early
* Revenge trading

Sound familiar?

Yeah, I’ve been there too. And I can tell you—automation helps. A lot.

The problem isn’t that there aren’t enough resources.

**The problem is there are *too many*—free, paid, scattered everywhere.**

This session will cut through that noise. I’ll show you how I think someone—with little or no coding—can get into algo trading the smart way.

No fluff.

No sales pitch.

Just one trader sharing what’s worked (and what hasn’t).

It’s a presentation format. **Come with curiosity. Leave with clarity.**

To talk to other members you can join this telegram channel:
[https://t.me/+m8BMRABGX74xNmZh](https://t.me/+m8BMRABGX74xNmZh)

=====================================================================
**Disclaimer:** This meetup is for educational and informational purposes only and should not be construed as professional financial advice. The discussions and materials presented at this meetup are provided as general information and are not intended to be a substitute for professional financial, legal, or tax advice. All participants are encouraged to consult their financial advisor or qualified professionals regarding specific financial issues. None of the organizers, speakers, or participants at this meetup are liable for any financial loss or damage incurred as a result of trading activities or decisions based on the information shared during this event. Trading stocks and other financial instruments involves risk and may not be suitable for all individuals.
**CFTC Rule 4.41:** Futures, foreign currency and options trading contains substantial risk and is not for every investor. An investor could potentially lose all or more than the initial investment. Risk capital is money that can be lost without jeopardizing one’s financial security or lifestyle. Only risk capital should be used for trading and only those with sufficient risk capital should consider trading. Past performance is not necessarily indicative of future results.
**Non-Endorsement**: References to specific securities, investment strategies, or any financial instruments during the meetup are for illustrative purposes only and do not constitute a recommendation, endorsement, or investment advice by the organizers or speakers.
**No Guarantees**: There is no guarantee that the investment strategies discussed will be profitable or protect against loss. All investments involve the risk of loss.
**Conflict of Interest**: Presenters or organizers may hold or intend to acquire positions in securities discussed during the meetup, which may create a conflict of interest.
**Financial Conduct Authority (FCA) Guidance**
Trading in futures, foreign currency, and options involves substantial risk and is not suitable for every investor. **An investor could potentially lose all or more than the initial investment.** Risk capital is money that can be lost without jeopardising one’s financial security or lifestyle. Only risk capital should be used for trading, and only those with sufficient risk capital should consider trading. **Past performance is not necessarily indicative of future results.**

By participating in this meetup, you acknowledge and agree to these terms."
Songwriting Club @ Funkadelic Studios,2025-05-11T19:00:00-04:00,209 West 40th Street,13,Funkadelic Studios,https://www.meetup.com/funkadelicstudio/events/307071232/,"Join us every 2nd Sunday of the month for our Songwriting Club at Funkadelic Studios!

Not a jam, but a unique event, cultivating intentional songwriting, and fostering collaboration between artists. All attendee's full participation is key.

Attendees can expect an engaging experience starting with some ensemble games to wake up our creativity and collaboration before being divided into small ""bands"". Each band will have two hours to collaboratively craft a song, choosing to use (or ignore if you wish!) creative prompts. The goal is to leave with a voice memo demo and the contacts of your new collaborators so you can choose if you'd like to continue working on your song!

We are excited in 2025 that it will culminate in an end-of-year performance.

Come in with nothing but your instrument! If you do not want to carry an instrument, the Studio provides guitars and bases for rent for $5 an hour."
6:15 AM - Asphalt Green (UPPER EAST SIDE),2025-05-04T06:15:00-04:00,555 E 90th St,20,"Brian Y, Sean",https://www.meetup.com/meetup-group-frxorxyv/events/307282300/,"This game is INTERMEDIATE - meaning it's a fun kickaround with a mix of skill levels but all players have experience. It's great for anyone looking for a quality game with laid-back people in a no-pressure environment. Not for beginners.

Please show up early so we can kick the game off in time.

Please bring a WHITE and DARK T shirt so we can divide up teams.

***

Format and Rules:

• Games are full field with 2 teams of 10 players, rotating goalkeepers, and full-sized nets. Everyone gets equal playing time and no one sits on the sidelines (unless you want a break).

• Feel Good games means that we don't play to win - we play to get a great workout, enjoy the friendly competition, and maybe even show off some skills :)

• No slide tackles or rough challenges allowed and no barking at other players. The goal is have a great game and leave with good vibes.

• As guests of Asphalt Green we must act responsibly at all times. Stay within the boundaries of our field, leave the field in better shape than you found it, and obey all instructions from Asphalt Green staff.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

Please Note:

By clicking ""Attend"" you are agreeing that you have read, understood, and agree to all the terms and conditions in our Waiver and Release of Liability. This constitutes your electronic signature consent:

tinyurl.com/FeelGoodSoccer"
Free-Jazz Music-New School Studio Orchestra-Carla Bley Tribute,2025-05-02T18:45:00-04:00,"63 Fifth Ave, Greenwich Village ,",6,Silverstein Barbara,https://www.meetup.com/fabulous-females-over-50-seekingfemalefriendsforevents/events/306928429/,"￼*** Dues must be paid to attend –see group description “About us”

***See details below and register right away due to limited space

Let’s once again attend a new school studio Orchestra performance. This time they are performing composer and pianist Carla Bley’s “Escalator Over the Hill” album. She passed away Oct. 17th at age 87.

***Please register immediately at the College of Performing Arts at the New School. If you have difficulty registering, please contact me with your ZIP Code.
￼
This is the New School’s Studio Orchestra’s premiere performance of this landmark 1971 album. This album was thought of as a jazz opera, in the vein of rock operas like Tommy or Jesus Christ Superstar. Except that Bley’s music goes well beyond the usual boundaries of the genre.

In addition to bracing bursts of free jazz, there are cabaret songs, snatches of country music, deep, dives into jazz fusion, an excursion into Hindustani pop, elements of ambient music and nods to New York minimalism."
Spiritual Sharing Group,2025-05-18T13:00:00-04:00,20 West 23rd St,15,IANDS-NYC,https://www.meetup.com/iands-nyc/events/307307893/,"This month, we’re meeting on the third Sunday of the month. Join us on Sunday, May 18th, for an open discussion on all things mystical! Whether it’s near-death experiences, after-death communication, spiritually transformative experiences, spiritual gifts, out-of-body experiences, astral travel, or anything else under the mysticism umbrella, we’re here for it.
No topic is off-limits! Bring your experiences, questions, and curiosity as we explore the extraordinary together.
Join us for an open, insightful, and expansive conversation! ✨"
Saturday 7:00am @ Murray Playground (7v7 x 2 fields 90 min),2025-05-03T07:00:00-04:00,21st and 45th road,23,"Craig M, Jefferson R. Garcia, Manuel Sevilla",https://www.meetup.com/playsoccer2give/events/307265492/,"Saturday 7:00am @ Murray Playground - (7v7 90 min 2 fields)

**Please arrive on time** We will not kickoff until we have at least 20 players so both fields start with minimum of 5v5. The goal is for everyone to get equal playing time.

• BRING A WHITE SHIRT AND A DARK SHIRT. NO CLEATS ALLOWED

• ALL PLAYERS MUST READ and ACCEPT WAIVER BELOW with RSVP

• NO SHOW EQUALS 1 WEEK BAN

• WE DO HAVE A PERMIT. WE PLAY RAIN OR SHINE.

• PLEASE ARRIVE EARLY and ON TIME

Volunteer Game Leaders- Braulio, Jeff, Manuel, Craig

Rules explained at the game.

Be Positive - Clapping and cheering on fair play

Be Safe - Respect any fouls called

Be Generous - Not just your money (though it helps) PASS THE BALL.

• Games will be canceled if at least 10 players have not RSVPed 1 hour before Game Time or due to inclement weather.

Request a refund [here](https://www.fcgive.org/refund) for any games that FC Give cancels

Fill out this [request form](https://www.fcgive.org/lead) to become a Volunteer Game Leader

Proceeds support local & international charity partners using soccer as a tool for social change through college scholarship funds and increased coaching/mentorship capacity.

FC Give - Local Game. Global Change.

Play Soccer To Give Corp (D.B.A. FC Give) is a nonprofit successfully operating with 501(c)(3) tax exempt status.

Disclaimer: With your Meetup RSVP to any FC Give event you hereby agree to this Liability Release and Waiver and hereby knowingly assume risk of loss associated with the Activity, including any injury, harm and loss caused by the negligence, fault or conduct of any kind on the part of the Released Parties - FC Give."
Saturday 7:00am @ Murray Playground (7v7 x 2 fields 90 min),2025-05-03T07:00:00-04:00,21st and 45th road,23,"Craig M, Jefferson R. Garcia, Manuel Sevilla",https://www.meetup.com/playsoccer2give/events/307265492/,"Saturday 7:00am @ Murray Playground - (7v7 90 min 2 fields)

**Please arrive on time** We will not kickoff until we have at least 20 players so both fields start with minimum of 5v5. The goal is for everyone to get equal playing time.

• BRING A WHITE SHIRT AND A DARK SHIRT. NO CLEATS ALLOWED

• ALL PLAYERS MUST READ and ACCEPT WAIVER BELOW with RSVP

• NO SHOW EQUALS 1 WEEK BAN

• WE DO HAVE A PERMIT. WE PLAY RAIN OR SHINE.

• PLEASE ARRIVE EARLY and ON TIME

Volunteer Game Leaders- Braulio, Jeff, Manuel, Craig

Rules explained at the game.

Be Positive - Clapping and cheering on fair play

Be Safe - Respect any fouls called

Be Generous - Not just your money (though it helps) PASS THE BALL.

• Games will be canceled if at least 10 players have not RSVPed 1 hour before Game Time or due to inclement weather.

Request a refund [here](https://www.fcgive.org/refund) for any games that FC Give cancels

Fill out this [request form](https://www.fcgive.org/lead) to become a Volunteer Game Leader

Proceeds support local & international charity partners using soccer as a tool for social change through college scholarship funds and increased coaching/mentorship capacity.

FC Give - Local Game. Global Change.

Play Soccer To Give Corp (D.B.A. FC Give) is a nonprofit successfully operating with 501(c)(3) tax exempt status.

Disclaimer: With your Meetup RSVP to any FC Give event you hereby agree to this Liability Release and Waiver and hereby knowingly assume risk of loss associated with the Activity, including any injury, harm and loss caused by the negligence, fault or conduct of any kind on the part of the Released Parties - FC Give."
"South Mountain Reservation, Hemlock Falls Trail",2025-05-18T09:45:00-04:00,,22,Phil,https://www.meetup.com/queermenhike/events/307256620/,"Queer Hikers!

This is a easy convenient hike very accessible from Penn Station. The trail head is an easy walk from the Millburn train station. We will follow the Hemlock Falls trail through some varied terrain. There are a few small waterfalls and then a larger one at the end. The trail can be rocky and portions will be steep so make sure you are in good shape. Expect an eight mile hike.

Below is an Alltrails link:

[Hemlock Falls Trail via Lenape, Rahway, and River Trail, New Jersey - 3,541 Reviews, Map | AllTrails](https://www.alltrails.com/trail/us/new-jersey/hemlock-falls-trail-via-lenape-yellow-trail-rahway-trail-white-and-river-trail)

We will meet at the NJ Transit hub at Penn Station at 9:45 and catch the 10:11 to Millburn, NJ. The trailhead is close to the station. I suspect we will be back to Penn Station before 5:00.

Be prepared for steep inclines, rocky trails, and maybe a marshy water crossing. Wear hiking boots and bring a packed lunch and plenty of water.

Looking forward to seeing everyone.

Phil"
Astoria Gay Book Club: May Meeting,2025-05-15T18:15:00-04:00,28-50 31st St,20,Pete Tomao,https://www.meetup.com/astoria-gay-book-club/events/307356448/,"**Come out for Astoria Gay Book Club! May, 15th, 6:15pm-7:15pm at** **[Fresco's Grand Cantina](https://www.instagram.com/frescosgrandcantina/?hl=en)!!!!**

We are excited to support LGBT and POC-owned establishments and grateful to Frescos for hosting us.

Book club aims to be a supportive and welcoming space for queer and LGBTQ+ men. Our monthly meetups strive to be low-key and inclusive.

If you love books and want to build a supportive community, we would love for you to join us!

Meetings will start with brief intro so we can get to know each other and socialize, and then we begin our book discussion. **You do not** **have to finish the book to participate**. We hope to see you soon! Agenda below.

Discussions will be **respectful, open-minded,** and **fun**. Rudeness, hateful rhetoric, and disruptive behavior are no-gos.

**This month's book: The House in the Cerulean Sea by TJ Klune**

**6:00**: Meet upstairs!

**6:15pm:** Introductions, order drinks, say hello

**6:30pm:** Discussion begins.

**7:00pm:** Choose new book

**7:15pm:** Break for social!

**Fresco's is located at 28-50 31st St, Astoria, NY 11102**"
"Friday Night Drink and Draw in Greenpoint, Brooklyn",2025-05-02T19:00:00-04:00,"67 West Street, Suite #303",15,Joe Scarpulla,https://www.meetup.com/greenpointfiguredrawing/events/307450611/,"In each 3-hr session, we will draw from a live model, beginning with quick poses to warm up, and then gradually extend the pose length to a final 1 hour pose to finish the evening.

First timers welcome. All levels of experience and skill are invited. This is an uninstructed event is for anyone who enjoys or is curious about drawing from a nude figure model. Do your own thing. The environment is laid back, yet professional, and we want everyone to enjoy themselves. No photography allowed. Bring your own beverages. Great tunes will be played, great models will be hired, and we'll make some fantastic artwork.

These sessions are moderated by David Bell and Joe Scarpulla, who run Big Object animation studio. David and Joe are stop-motion animators and visual artists, and David is an instructor at Parsons and SVA.

RATES

3-hr session: $20 cash / $25 venmo

Please RSVP. We operate on a first come-first serve basis.

WHAT TO BRING:

Your drawing/painting materials (no oils), $20, BYOB.

Directions:

We are a few blocks from the Greenpoint station on the G and from the Greenpoint stop on the East River Ferry.

Note: When you get to the building, sometimes the elevator access is limited in the evenings to tenants with scan cards. If they restrict elevator access, there will be signs indicating who to call to get upstairs. We are on the 3rd floor.

FOLLOW US ON INSTAGRAM

https://www.instagram.com/greenpoint_figure_drawing

STUDIO ETIQUETTE

-Please arrive 10-15 minutes early to get a seat before the model begins. The poses begin promptly at 7:00. If you arrive late, please quietly find a place, and pay your admission during a 5 minute break.

-Switch cell phones to silent until the break.

-Please respect the model and the other artists present and refrain from talking while the model is posing. If you need a pose adjustment during the long pose, tell the monitor in a way that does not disrupt the quietness of the room.

-No photography of the model.

-Please clean up after yourself.

INTERESTED IN MODELING?

Great! We really value our models and hold them in the highest regard. Prospective model info will be kept on file, but do not post your info to the Meetup site. Send a image and resume to greenpointfiguredrawing@gmail.com

https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/f/7/9/600_459104921.jpeg"
Happy Hour at The Canuck,2025-05-14T18:30:00-04:00,202 9th Ave,16,Joe,https://www.meetup.com/nyccanadians/events/307371919/,"Join us for another evening of drinks and camaraderie! If you're looking to meet other expat Canadians in New York, this is the perfect opportunity to relax and spend time with like-minded folks in the city.

This time, we're meeting at the Canuck, NYC's Premier Canadian Sports Bar. The menu offers everything you might miss from home: Poutine, Caesars, a variety of Canadian-themed cocktails, and (of course) beer from Labatt's and Collective Arts.

Canadians and friends of Canada are all welcome. See you there!

RSVPs would be appreciated so we know how many people to plan for.

Cheers!
Joe"
PRACTICE PUBLIC SPEAKING - Hybrid Meeting,2025-05-15T18:15:00-04:00,134w W 29th St 2nd floor,3,"Brian Smith, Jeremy, Josue",https://www.meetup.com/graybar-toastmasters-become-a-skilled-speaker/events/307484595/,"**🎤**🌟 **Speak Up, Stand Out: Conquer Your Fear with Us!** 💪**🎤**

Are you ready to kick those public speaking jitters to the curb? Join us at Graybar Toastmasters for an interactive meeting designed to improve your public speaking and leadership skills.

We offer a safe and supportive space to:

✨ Boost your confidence
✨ Improve your communication skills
✨ Manage social anxiety
✨ Deliver impactful presentations with ease
✨ Ace your next interview

With help from our members, you'll unlock your full potential and become a skilled and confident communicator.

It's also a great way to practice your English and network with a dynamic and diverse group of professionals.

The Graybar Toastmasters family is here to support you every step of the way on your journey to become a confident public speaker, and the leader you were meant to be.

See you there!"
WSP to Coney Island (Intermediate),2025-05-17T14:00:00-04:00,5th avenue and Washington Square north,8,Matt Colburn,https://www.meetup.com/nycrollerbladers/events/307301724/,"We'll skate from Washington Square Park to Coney Island. This is a 15-mile intermediate skate and will be mostly street skating, using bike lines when possible, and will include one bridge. You must know how to brake comfortably and skate on the street without assistance (although we will all be there to help each other out).

Pick up at Grand Army Plaza (in Brooklyn) at 3:30pm."
Analyzing Option Plays - Tom Sosnoff,2025-05-15T19:30:00-04:00,,24,James De Franco,https://www.meetup.com/listmg/events/307195805/,"**Topic**: ‘adding in Straddles and other sophisticated option plays such as strangles’
Tom Sosnoff from TastyTrade will give his unprecedented and unique strategy of the options market that he developed.

Time: May 15, 2025 07:30 PM Eastern Time (US and Canada)
Join Zoom Meeting
https://us02web.zoom.us/j/84569054508
**Meeting ID: 845 6905 4508**
**Passcode: 175643**
\-\-\-
One tap mobile
+16469313860,,84569054508#,,,,\*175643# US
+19292056099,,84569054508#,,,,\*175643# US (New York)
\-\-\-
Dial by your location
• +1 646 931 3860 US
• +1 929 205 6099 US (New York)
• +1 301 715 8592 US (Washington DC)
• +1 305 224 1968 US
• +1 309 205 3325 US
• +1 312 626 6799 US (Chicago)
• +1 669 444 9171 US
• +1 669 900 6833 US (San Jose)
• +1 689 278 1000 US
• +1 719 359 4580 US
• +1 253 205 0468 US
• +1 253 215 8782 US (Tacoma)
• +1 346 248 7799 US (Houston)
• +1 360 209 5623 US
• +1 386 347 5053 US
• +1 507 473 4847 US
• +1 564 217 2000 US
Meeting ID: 845 6905 4508
Passcode: 175643
Find your local number: https://us02web.zoom.us/u/klFGyZjMk"
"""KNOW THYSELF"" Astrology Workshop Based on Plato's REPUBLIC",2025-05-02T17:00:00-04:00,15th St @ the West Side,20,Kilaya Ciriello,https://www.meetup.com/reading-philosophy/events/306914784/,"A ***HOW TO*** workshop on deciphering your own astrology birth chart in order to investigate your strengths, weaknesses, soul-level yearnings, fears and obstacles. In his dialogues, Plato recommended following the ancient Greek advice to ""*Know Thyself*"" and he gave a vague sketch for using astrology for that purpose. Since then, Western Astrology has been developed in order to fulfill that need.

This is the first of 6+ events that will meet in the DAFFODIL classroom at Pier 57 on Friday nights between 5 & 8 pm. Through these sessions, successively, we will cover how to interpret the position of each planet, Sun and Moon in your own chart.

This workshop is entirely FREE but you must know your precise *Birth Information*, consisting of date, place **AND TIME**. The time should be listed on your birth certificate. Please print, or download onto a device, your personal birth chart from any of the many free websites available (astro.com is one of many) or download an astrology AP onto a device and enter your birth data there. You can also submit your birth chart for me to use anonymously as a demonstration in the workshop. IF SO, message me within this Meetup AP or just come a little early to the workshop so I can enter your data.

In both Plato's ***REPUBLIC*** and ***LAWS*** Socrates outlined a method that the philosopher-kings would use to come into full self-knowledge. The most advanced stage of the preliminary phase of that process rests on astrology as a means of boosting our capacity to see ourselves clearly; in other words, to use astrology as a mirror to examine ourselves. Each workshop session will include an instructional lecture on aspects of Socratic philosophy and astrological technique based upon the reading listed below.

If you are willing to volunteer in-person as A/V Zoom operator, comment your interest below. With a volunteer, this workshop will also be available online through Zoom but with limited participation opportunities. A separate listing will be added for the online event, if so.

Download this document [HERE](https://docs.google.com/document/d/1ngy9E2FT5VPSpiSq_alb5SV7m9_2YPqs/edit?usp=sharing&ouid=114870295696062601836&rtpof=true&sd=true) to follow along with during the lecture. You don't need to read it in advance. Reading Linda Goodman's [SUN SIGNS](https://epdf.pub/linda-goodmans-sun-signs.html) in advance will add tremendously to your capacity to benefit from this workshop but is not required. The more familiar your are with the basic descriptions of the 12 zodiac signs the quicker you will be able to read your own chart. Particularly, research in advance, if you can, the zodiac signs of your Sun, Moon, Venus and Mars placement using a Google search or YouTube.

This classroom has 40 seats but the event will allow 50 RSVP's to take into account no-shows. Please edit your RSVP if you decide not to attend even at the last minute. You need to arrive late, simply message me or comment below, no problem. Thanks"
